(Carine le Britannia, Carine ne Britannia)
(Futaba Ayame, Ayame Futaba)
(Rai, Ashford Academy)
(Rai, Gekka Pre-Production Test Type)
(Rai, C.C.)
(Rai, Rolo)
(Rai, Kamine Island)
(Rai, Milly Ashford)
(Rai, Holy Britannian Empire)
(Rai, Rivalz Cardemonde)
(Rai, Lelouch)
(Rai, Kaguya)
(Rai, Bartley Asprius)
(Rai, V.V.)
(Rai, Britannian)
(Rai, The Black Knights)
(Rai, Code Geass R2 DS)
(Rai, Geass)
(Rai, Burai)
(Rai, Lancelot Club)
(Rai, Japanese)
(Rai, Knightmare Frame)
(Rai, Code Geass: Lelouch of the Rebellion - Lost Colors)
(Rai, Thought Elevator)
(Ichijiku Hinata, Japanese)
(Ichijiku Hinata, Minase Mutsuki)
(Ichijiku Hinata, Futaba Ayame)
(Ichijiku Hinata, Nunnally vi Britannia)
(Ichijiku Hinata, Ikaruga)
(Ichijiku Hinata, The Black Knights)
(Ichijiku Hinata, Chinese Federation)
(Ichijiku Hinata, United Federation of Nations)
(Ichijiku Hinata, Kari Wahlgren)
(Ichijiku Hinata, United States of Japan)
(Science Club, Factsphere)
(Science Club, Lelouch)
(Science Club, Ashford Academy)
(Maribelle mel Britannia, Marrybell mel Britannia)
(Stage 5, The Princess and the Witch (episode))
(Kamine Island, Area 11)
(Kamine Island, C.C.)
(Kamine Island, Holy Britannian Empire)
(Kamine Island, Clovis)
(Kamine Island, Charles zi Britannia)
(Kamine Island, Ragnarök)
(Kamine Island, V.V.)
(Kamine Island, Thought Elevator)
(Kamine Island, Geass)
(Kaori Nazuka, Nunnally vi Britannia)
(René Laurent, The Wyvern Divided (episode))
(René Laurent, Holy Britannian Empire)
(René Laurent, Britannian Military)
(René Laurent, Gloucester)
(René Laurent, Alexander Drone)
(René Laurent, CLAMP)
(René Laurent, Jean Rowe)
(René Laurent, Knights of St. Michael)
(René Laurent, Euro Britannia)
(René Laurent, Code Geass: Akito the Exiled)
(United Federation of Nations, Chinese Federation)
(United Federation of Nations, Europia United)
(United Federation of Nations, Lelouch vi Britannia)
(United Federation of Nations, Order of the Black Knights)
(United Federation of Nations, United States Charter)
(United Federation of Nations, Zero)
(United Federation of Nations, Japan)
(United Federation of Nations, Kaguya Sumeragi)
(United Federation of Nations, Holy Empire of Britannia)
(Blood of the Samurai, First Assault on Tokyo Settlement)
(Blood of the Samurai, Gilbert G.P. Guilford)
(Blood of the Samurai, The Stolen Mask (episode))
(Blood of the Samurai, The Black Knights)
(Blood of the Samurai, Black Knights)
(Blood of the Samurai, Japanese Resistance)
(Blood of the Samurai, Cornelia li Britannia)
(Blood of the Samurai, At Least with Sorrow (episode))
(Marianne, Marianne vi Britannia)
(Gracchus, Landspinner)
(Gracchus, Knights of St. Michael)
(Gracchus, Euro Britannia)
(Gracchus, Code Geass: Akito the Exiled)
(Gracchus, Landspinner Propulsion System)
(Gracchus, Holy Britannian Empire)
(Gracchus, Slash Harken)
(Gracchus, Jean Rowe)
(Gracchus, Energy Filler)
(Gracchus, Cockpit Ejection System)
(Gracchus, Britannian Military)
(Gracchus, Sutherland)
(Gracchus, Yggdrasil Drive)
(Ayame Futaba, Japanese)
(Ayame Futaba, Minase Mutsuki)
(Ayame Futaba, Nunnally vi Britannia)
(Ayame Futaba, Ikaruga)
(Ayame Futaba, The Black Knights)
(Ayame Futaba, Ichijiku Hinata)
(Ayame Futaba, CLAMP)
(Ayame Futaba, Chinese Federation)
(Ayame Futaba, Lancelot Albion)
(Ayame Futaba, United Federation of Nations)
(Ayame Futaba, United States of Japan)
(Mosaic Kakera, Code Geass: Lelouch of the Rebellion)
(Japan, United States of Japan)
(Britannian Infantry, Knightmare)
(Britannian Infantry, Invasion of Japan)
(Britannian Infantry, Honorary Britannians)
(Kagoshima Settlement Battle, Akatsuki)
(Kagoshima Settlement Battle, Panzer-Hummel)
(Kagoshima Settlement Battle, Black Knights)
(Kagoshima Settlement Battle, Vincent Ward)
(Kagoshima Settlement Battle, U.F.N.)
(Kagoshima Settlement Battle, Percival)
(Kagoshima Settlement Battle, Knightmares)
(Kagoshima Settlement Battle, Shen Hu)
(Kagoshima Settlement Battle, Da Longdan)
(Kagoshima Settlement Battle, Holy Britannian Empire)
(Kagoshima Settlement Battle, United Federation of Nations)
(Kagoshima Settlement Battle, The Black Knights)
(Kagoshima Settlement Battle, Luciano Bradley)
(Kagoshima Settlement Battle, Black Rebellion)
(Kagoshima Settlement Battle, Gun-Ru)
(Kagoshima Settlement Battle, Valkyrie Squadron)
(Kagoshima Settlement Battle, Shen-Hu)
(Kagoshima Settlement Battle, Zero)
(Kagoshima Settlement Battle, Galahad)
(Kagoshima Settlement Battle, Sutherland)
(Kagoshima Settlement Battle, Area 11)
(Kagoshima Settlement Battle, Second Assault on Tokyo Settlement)
(Kagoshima Settlement Battle, Li Xingke)
(Kagoshima Settlement Battle, Bismarck Waldstein)
(Kagoshima Settlement Battle, Longdan)
(Code Geass:Shortcut, Code Geass: Shortcut)
(Gawain, Schneizel el Britannia)
(Gawain, Knight Giga Fortress)
(Gawain, Gareth)
(Gawain, Shinkirō)
(Gawain, Island of the Gods)
(Gawain, Assault on Tokyo Settlement)
(Gawain, Landspinner Propulsion System)
(Gawain, Suzaku)
(Gawain, Lelouch)
(Gawain, The Black Knights)
(Gawain, Gefjun Disturber)
(Gawain, Kallen Kōzuki)
(Gawain, Black Rebellion)
(Gawain, Zero (episode))
(Gawain, Druid System)
(Gawain, C.C.)
(Gawain, Lancelot)
(Gawain, Yggdrasil Drive)
(Gawain, Float System)
(Gawain, Zero)
(Gawain, Holy Britannian Empire)
(Gawain, Galahad)
(Gawain, Hadron Cannon)
(Gawain, Siegfried)
(Gawain, Ikaruga)
(Gawain, Rakshata Chawla)
(Gawain, Lelouch vi Britannia)
(Gawain, Order of the Black Knights)
(Gawain, Energy Filler)
(Gawain, Slash Harken)
(Picaresque, Knight (episode))
(Franz Vallo, The Wyvern Divided (episode))
(Franz Vallo, Holy Britannian Empire)
(Franz Vallo, Britannian Military)
(Franz Vallo, Gloucester)
(Franz Vallo, CLAMP)
(Franz Vallo, Knights of St. Michael)
(Franz Vallo, Euro Britannia)
(Franz Vallo, Code Geass: Akito the Exiled)
(Sakuradite, Lancelot)
(Sakuradite, Code Geass)
(Sakuradite, Japan)
(Sakuradite, Blaze Luminous)
(Sakuradite, Setting)
(Sakuradite, Knightmare Frame)
(Sakuradite, Float System)
(Sakuradite, Britannian Empire)
(Sakuradite, Code Geass: Shikkoku no Renya)
(Sakuradite, Japanese Liberation Front)
(Sakuradite, Solar Panel)
(Sakuradite, Lelouch Vi Britannia)
(Sakuradite, Gefjun Disturber)
(Radiantion Wave, Radiant Wave Technology)
(Blaze Luminous, Skirmish in Shinjuku Ghetto)
(Blaze Luminous, Lancelot)
(Blaze Luminous, Avalon)
(Blaze Luminous, Needle Blazer)
(Blaze Luminous, Absolute Defense System)
(Blaze Luminous, Black Knights)
(Blaze Luminous, Damocles)
(Blaze Luminous, Shinkiro)
(Blaze Luminous, Mordred)
(Blaze Luminous, Vincent Prototype)
(Blaze Luminous, Radiant Wave Shielding)
(Raymond du Saint-Gilles, Britannian)
(Raymond du Saint-Gilles, Holy Britannian Empire)
(Raymond du Saint-Gilles, Britannian Military)
(Raymond du Saint-Gilles, Knights of St. Uriel)
(Raymond du Saint-Gilles, Knights of St. Michael)
(Raymond du Saint-Gilles, Euro Britannia)
(Raymond du Saint-Gilles, Code Geass: Akito the Exiled)
(The Wyvern Has Landed, The Wyvern Arrives (episode))
(Fayer, Britannian)
(Fayer, Emperor Dismissed)
(Fayer, Monica Krushevsky)
(Fayer, Euphemia)
(Fayer, Shikine Island)
(Fayer, Zero)
(Fayer, Black Knights)
(Fayer, Britannian Army)
(Fayer, Royal Guards)
(Fayer, Holy Britannian Empire)
(Fayer, Lancelot)
(Fayer, Britannian Military)
(United Federation of Nation, United Federation of Nations)
(Bartley, Bartley Asprius)
(The White Knight Awakens, The White Knight Awakens (episode))
(Knights of the Round, Nightmare of Nunnally)
(Knights of the Round, Marianne vi Britannia)
(Knights of the Round, Barbaros)
(Knights of the Round, Sutherland Sieg)
(Knights of the Round, Anya Alstreim)
(Knights of the Round, Emperor)
(Knights of the Round, Christoph Chamberlain)
(Knights of the Round, Michele Manfredi)
(Knights of the Round, Holy Britannian Empire)
(Knights of the Round, Luciano Bradley)
(Knights of the Round, Olivia Zevon)
(Knights of the Round, Code Geass: Lost Colors)
(Knights of the Round, Monica Krushevsky)
(Knights of the Round, Gino Weinberg)
(Knights of the Round, Charles zi Britannia)
(Knights of the Round, Beatrice Phalanx)
(Knights of the Round, Knightmare)
(Knights of the Round, Pendragon)
(Knights of the Round, Monica Kruszewski)
(Knights of the Round, Dorothea Ernst)
(Knights of the Round, Victoria)
(Knights of the Round, Lelouch vi Britannia)
(Knights of the Round, Bismarck Waldstein)
(Knights of the Round, Nonette Enneagram)
(Knights of the Round, Suzaku Kururugi)
(Orpheus Zevon, Toto Thompson)
(Orpheus Zevon, Ashford Academy)
(Orpheus Zevon, Britannian)
(Orpheus Zevon, Black Knights)
(Orpheus Zevon, Code Geass: Oz the Reflection)
(Orpheus Zevon, Byakuen)
(Orpheus Zevon, Holy Britannian Empire)
(Orpheus Zevon, Euliya)
(Orpheus Zevon, Clara Lanfranc)
(Orpheus Zevon, Olivia Zevon)
(Orpheus Zevon, V.V.)
(Orpheus Zevon, Rolo Lamperouge)
(Orpheus Zevon, Sutherland Glinda)
(Orpheus Zevon, Vincent Gram)
(Orpheus Zevon, Geass)
(Orpheus Zevon, Glinda Knights)
(Orpheus Zevon, Gouka Byakuen)
(Orpheus Zevon, Geass Order)
(Orpheus Zevon, Rekka Byakuen)
(Orpheus Zevon, Marrybell mel Britannia)
(Orpheus Zevon, Wizard)
(Orpheus Zevon, Glasgow)
(Orpheus Zevon, Britannian Military)
(Orpheus Zevon, Oldrin Zevon)
(Orpheus Zevon, Office of Secret Intelligence)
(The Cs' World, The Cs' World (episode))
(Japanese Liberation Front, Japan Liberation Front)
(Colares, Calares)
(Atsushi Sawasaki, Atsushi Sawazaki)
(United States Charter, United Federation of Nations)
(United States Charter, The Black Knights)
(Marrybell mel Britannia, Toto Thompson)
(Marrybell mel Britannia, Cornelia li Britannia)
(Marrybell mel Britannia, Schneizel el Britannia)
(Marrybell mel Britannia, Caerleon-class Floating Battleship)
(Marrybell mel Britannia, Code Geass: Oz the Reflection)
(Marrybell mel Britannia, Carine ne Britannia)
(Marrybell mel Britannia, Byakuen)
(Marrybell mel Britannia, Holy Britannian Empire)
(Marrybell mel Britannia, Bradford)
(Marrybell mel Britannia, Damocles)
(Marrybell mel Britannia, Camelot)
(Marrybell mel Britannia, Black Rebellion)
(Marrybell mel Britannia, Wings of Talleyrand)
(Marrybell mel Britannia, Marika Soresi)
(Marrybell mel Britannia, Charles zi Britannia)
(Marrybell mel Britannia, Gawain)
(Marrybell mel Britannia, Clovis la Britannia)
(Marrybell mel Britannia, Odysseus eu Britannia)
(Marrybell mel Britannia, Suzaku Kururugi)
(Marrybell mel Britannia, Agravain)
(Marrybell mel Britannia, Britannian Imperial Family)
(Marrybell mel Britannia, Knights of the Round)
(Marrybell mel Britannia, Orpheus Zevon)
(Marrybell mel Britannia, Wizard)
(Marrybell mel Britannia, Europia United)
(Marrybell mel Britannia, Kewell Soresi)
(Marrybell mel Britannia, Elphaba)
(Marrybell mel Britannia, Euliya)
(Marrybell mel Britannia, Leonhard Steiner)
(Marrybell mel Britannia, Order of the Black Knights)
(Marrybell mel Britannia, Sutherland Ikaros)
(Marrybell mel Britannia, Upson)
(Marrybell mel Britannia, V.V.)
(Marrybell mel Britannia, Sutherland)
(Marrybell mel Britannia, Geass)
(Marrybell mel Britannia, Cécile Croomy)
(Marrybell mel Britannia, Britannian)
(Marrybell mel Britannia, Glinda Knights)
(Marrybell mel Britannia, Somerset)
(Marrybell mel Britannia, Oldrin Zevon)
(Marrybell mel Britannia, Euro Britannia)
(Marrybell mel Britannia, Euphemia li Britannia)
(Marrybell mel Britannia, Sokkia Sherpa)
(Marrybell mel Britannia, Monica Kruszewski)
(Marrybell mel Britannia, Guinevere de Britannia)
(Marrybell mel Britannia, Nunnally vi Britannia)
(Marrybell mel Britannia, Lelouch vi Britannia)
(Marrybell mel Britannia, Kanon Maldini)
(Marrybell mel Britannia, Britannian Military)
(Marrybell mel Britannia, Lloyd Asplund)
(Marrybell mel Britannia, Lancelot Grail)
(Lancelot Conquista, Final Battle Tokyo II)
(Lancelot Conquista, Factsphere Sensor)
(Lancelot Conquista, Lancelot)
(Lancelot Conquista, Maser Vibration Sword)
(Lancelot Conquista, Lancelot Albion)
(Lancelot Conquista, The Taste of Humiliation)
(Lancelot Conquista, Suzaku Kururugi)
(Lancelot Conquista, Operation Pacific Ocean Ambush)
(Lancelot Conquista, Blaze Luminous)
(Lancelot Conquista, Landspinner Propulsion System)
(Lancelot Conquista, Guren S.E.I.T.E.N. Eight Elements)
(Lancelot Conquista, F.L.E.I.J.A.)
(Lancelot Conquista, Holy Britannian Empire)
(Lancelot Conquista, Second Assault on Tokyo Settlement)
(Lancelot Conquista, Knights of the Round)
(Lancelot Conquista, Energy Filler)
(Lancelot Conquista, Slash Harken)
(Lancelot Conquista, Gefjun Disturber)
(Lancelot Conquista, Cockpit Ejection System)
(Lancelot Conquista, Float System)
(Lancelot Conquista, Yggdrasil Drive)
(Caerleon, Caerleon-class Floating Battleship)
(Akatsuki, Akatsuki Mass-Production Model)
(Ashford Academy, Student Self-Defense Force)
(Ashford Academy, Horticulture Club)
(Ashford Academy, Equestrian Club)
(Ashford Academy, Sophie Wood)
(Ashford Academy, Ashford Academy's Student Council)
(Ashford Academy, Japanese)
(Ashford Academy, Fantasy Seduction Club)
(Ashford Academy, Football Club)
(Ashford Academy, Science Club)
(Ashford Academy, Movie Club)
(Ashford Academy, Area 11)
(Ashford Academy, Carve-tan)
(Ashford Academy, Holy Britannian Empire)
(Ashford Academy, United States of Japan)
(Ashford Academy, Milly Ashford)
(Ashford Academy, Miya I. Hillmick)
(Ashford Academy, Swimming Club)
(Ashford Academy, Nunnally)
(Ashford Academy, Lelouch)
(Ashford Academy, Rugby Club)
(Rakshata, Rakshata Chawla)
(Oscar Hammel, Alexander Type-02)
(Oscar Hammel, CLAMP)
(Oscar Hammel, Europia United)
(Oscar Hammel, To Beloved Ones (episode))
(Oscar Hammel, Knights of St. Michael)
(Oscar Hammel, Code Geass: Akito the Exiled)
(Oscar Hammel, The Wyvern Arrives (episode))
(Clovis, Clovis la Britannia)
(Jeremiah, Jeremiah Gottwald)
(The Girl in the Straitjacket, Lelouch vi Britannia)
(The Girl in the Straitjacket, C.C.)
(The Girl in the Straitjacket, Nunnally vi Britannia)
(The Girl in the Straitjacket, Battle of Narita)
(Mordred, Final Battle Tokyo II)
(Mordred, Anya Alstreim)
(Mordred, Gekka)
(Mordred, Marianne vi Britannia)
(Mordred, Sutherland Sieg)
(Mordred, Zetland)
(Mordred, Hadron Cannon)
(Mordred, Battle of Mt. Fuji)
(Mordred, Blaze Luminous)
(Mordred, Power of Passion)
(Mordred, Emperor Dismissed)
(Mordred, Yggdrasil Drive)
(Mordred, Holy Britannian Empire)
(Mordred, Second Assault on Tokyo Settlement)
(Mordred, Knights of the Round)
(Mordred, Operation Pacific Ocean Ambush)
(Mordred, Energy Filler)
(Mordred, Cockpit Ejection System)
(Mordred, Float System)
(Mordred, Re;)
(Mordred, Jeremiah Gottwald)
(Shiori, Futaba Sumeragi)
(Shiori, Code Geass: Shikkoku no Renya)
(Shiori, Renya)
(Shiori, Misuzu)
(Shen Hu, When Shen Hu Wins Glory (episode))
(Shen Hu, Bismarck Waldstein)
(Shen Hu, Kallen Kōzuki)
(Shen Hu, Rakshata Chawla)
(Shen Hu, Air Glide System)
(Shen Hu, Zero Requiem)
(Shen Hu, Vincent Ward)
(Shen Hu, Slash Harken)
(Shen Hu, The Order of the Black Knights)
(Shen Hu, Tristan)
(Shen Hu, Landspinner Propulsion System)
(Shen Hu, Baryon Cannon)
(Shen Hu, United Federation of Nations)
(Shen Hu, Gang Lou)
(Shen Hu, Energy Filler)
(Shen Hu, Nunnally vi Britannia)
(Shen Hu, Guren Flight-Enabled Version)
(Shen Hu, Yggdrasil Drive)
(Shen Hu, Kagoshima Settlement Battle)
(Shen Hu, United States of Japan)
(Shen Hu, Gino Weinberg)
(Shen Hu, Mausoleum of Eighty-Eight Emperors)
(Shen Hu, High Eunuchs)
(Shen Hu, Chinese Federation)
(Shen Hu, Battle of Mt. Fuji)
(Shen Hu, Blaze Luminous)
(Shen Hu, Battle at Xiaopei)
(Shen Hu, Shinkiro)
(Shen Hu, Battle at the 'Mausoleum of Eighty-Eight Emperors')
(Shen Hu, Galahad)
(Shen Hu, Kaname Ohgi)
(Shen Hu, Longdan)
(Shen Hu, Li Xingke)
(Shen Hu, Avalon)
(Shen Hu, Ikaruga)
(Shen Hu, Chu Yen)
(Shen Hu, Lelouch vi Britannia)
(Shen Hu, Order of the Black Knights)
(Shen Hu, Cockpit Ejection System)
(Shen Hu, Akatsuki Mass-Production Model)
(Shen Hu, Guren)
(Shen Hu, Re;)
(Shen Hu, Empress Tianzi)
(Burai Close Combat Type, The Order of the Black Knights)
(Burai Close Combat Type, Yggdrasil Drive)
(Burai Close Combat Type, Code Geass: Lelouch of the Rebellion)
(Burai Close Combat Type, Knightmare Frame)
(Burai Close Combat Type, Burai)
(Burai Close Combat Type, Factsphere Sensor)
(Burai Close Combat Type, Landspinner Propulsion System)
(Burai Close Combat Type, Kyoto House)
(Burai Close Combat Type, The Black Knights)
(Burai Close Combat Type, Slash Harken)
(Burai Close Combat Type, Energy Filler)
(Burai Close Combat Type, Cockpit Ejection System)
(Burai Close Combat Type, The Messenger from Kyoto)
(Burai Close Combat Type, Code Geass DS)
(Milly, Milly Ashford)
(The End of a Happy Summer, The End of the Summer of Joy)
(Chu Yen, Chuyen)
(Barbaros, Lorenzo il Soresi)
(Barbaros, Knights of the Round)
(Knightmare Frames, Knightmare Frame)
(Final Battle Tokyo II (episode), Guren Mk-II)
(Final Battle Tokyo II (episode), Schneizel el Britannia)
(Final Battle Tokyo II (episode), Gareth)
(Final Battle Tokyo II (episode), Claudio)
(Final Battle Tokyo II (episode), Gino)
(Final Battle Tokyo II (episode), Shogo Asahina)
(Final Battle Tokyo II (episode), Suzaku)
(Final Battle Tokyo II (episode), Tohdoh)
(Final Battle Tokyo II (episode), Sugiyama)
(Final Battle Tokyo II (episode), Guilford)
(Final Battle Tokyo II (episode), Tamaki)
(Final Battle Tokyo II (episode), Shirley)
(Final Battle Tokyo II (episode), Sutherland Sieg)
(Final Battle Tokyo II (episode), Sayoko)
(Final Battle Tokyo II (episode), Luciano)
(Final Battle Tokyo II (episode), Asahina)
(Final Battle Tokyo II (episode), Sutherland)
(Final Battle Tokyo II (episode), Anya)
(Final Battle Tokyo II (episode), Suzaku Kururugi)
(Final Battle Tokyo II (episode), Chiba)
(Final Battle Tokyo II (episode), Second Assault on Tokyo Settlement)
(Final Battle Tokyo II (episode), Edgar N. Darlton)
(Final Battle Tokyo II (episode), Lancelot Conquista)
(Final Battle Tokyo II (episode), Claudio S. Darlton)
(Final Battle Tokyo II (episode), Ikaruga)
(Final Battle Tokyo II (episode), Liliana Vergamon)
(Final Battle Tokyo II (episode), Kallen Kōzuki)
(Final Battle Tokyo II (episode), Ichijiku Hinata)
(Final Battle Tokyo II (episode), Nagisa Chiba)
(Final Battle Tokyo II (episode), Alicia Lohmeyer)
