removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Marianne vi Britannia,1224,4591,3.7508169934640523,3.7508169934640523,3,5.306214495474677,577
Knight (episode),1223,4549,3.7195421095666394,3.7195421095666394,3,5.306214495474677,577
Re; (episode),1222,4507,3.688216039279869,3.688216039279869,3,5.3152702020662685,574
Code Geass: Lelouch of the Rebellion (Game),1221,4466,3.6576576576576576,3.6576576576576576,3,5.2665305593363145,556
World History,1220,4425,3.627049180327869,3.627049180327869,3,5.2665305593363145,556
Rolo Lamperouge,1219,4384,3.5963904840032814,3.5963904840032814,3,5.317571477419185,552
Gilbert G.P. Guilford,1218,4344,3.5665024630541873,3.5665024630541873,3,5.357017040526295,548
Shen Hu,1217,4304,3.5365653245686115,3.5365653245686115,3,5.381344586926533,543
Euro Britannia,1216,4265,3.507401315789474,3.507401315789474,3,5.435494399780114,540
Glinda Knights,1215,4226,3.4781893004115227,3.4781893004115227,3,5.517408285674431,536
Shinichirō Tamaki,1214,4187,3.4489291598023066,3.4489291598023066,3,5.592055704232332,532
Factsphere Sensor,1213,4149,3.420445177246496,3.420445177246496,3,5.596426151157399,530
The Messenger from Kyoto (episode),1212,4111,3.3919141914191417,3.3919141914191417,3,5.596426151157399,530
The Cs' World (episode),1211,4074,3.3641618497109826,3.3641618497109826,3,5.596426151157399,530
Diethard Ried,1210,4037,3.3363636363636364,3.3363636363636364,3,5.6185896037804435,525
Float System,1209,4001,3.3093465674110836,3.3093465674110836,3,5.643863208442194,524
Guren Dances (episode),1208,3965,3.2822847682119205,3.2822847682119205,3,5.66369198638045,522
Shirley at Gunpoint (episode),1207,3929,3.2551781275890637,3.2551781275890637,3,5.66369198638045,522
Battle at the 'Mausoleum of Eighty-Eight Emperors',1206,3894,3.228855721393035,3.228855721393035,3,5.675203794278938,520
Britannian Imperial Family,1205,3859,3.2024896265560168,3.2024896265560168,3,5.767415620829772,517
Japan,1204,3824,3.176079734219269,3.176079734219269,3,5.767415620829772,517
Leila Malcal,1203,3789,3.1496259351620948,3.1496259351620948,3,5.794191488232037,514
Schneizel's Guise (episode),1202,3755,3.1239600665557403,3.1239600665557403,3,5.794191488232037,514
Blaze Luminous,1201,3721,3.0982514571190674,3.0982514571190674,3,5.862934789230019,513
Imprisoned in Campus (episode),1200,3687,3.0725,3.0725,3,5.868079297062327,509
The Black Knights (episode),1199,3653,3.0467055879899916,3.0467055879899916,3,5.868079297062327,509
Alexander,1198,3619,3.0208681135225377,3.0208681135225377,3,5.916401205337925,506
Geass vs. Geass (episode),1197,3586,2.9958228905597326,2.9958228905597326,3,5.933187961653308,505
Kaguya Sumeragi,1196,3554,2.971571906354515,2.971571906354515,3,6.07024387539306,503
Gawain,1195,3522,2.9472803347280334,2.9472803347280334,3,6.156012689037451,497
Nunnally Held Hostage (episode),1194,3490,2.9229480737018427,2.9229480737018427,3,6.082109371685545,486
High Eunuchs,1193,3459,2.8994132439228837,2.8994132439228837,3,6.0961945031712474,474
Glasgow,1192,3428,2.8758389261744965,2.8758389261744965,3,6.240253873605276,471
Shinkiro,1191,3398,2.8530646515533165,2.8530646515533165,3,6.279953313543667,467
The Day a Demon Awakens (episode),1190,3368,2.8302521008403363,2.8302521008403363,3,6.255269744160178,465
Island of the Gods (episode),1189,3338,2.8074011774600502,2.8074011774600502,3,6.255269744160178,465
Code Geass R2 DS,1188,3308,2.7845117845117846,2.7845117845117846,3,6.283938147017204,464
Emperor Lelouch (episode),1187,3278,2.7615838247683233,2.7615838247683233,3,6.320819579364331,461
Guren Type-08 Elements ''SEITEN'',1186,3249,2.7394603709949408,2.7394603709949408,3,6.444870190056664,458
Shin Hyuga Shaing,1185,3220,2.717299578059072,2.717299578059072,3,6.624855287169122,452
Ikaruga,1184,3191,2.6951013513513513,2.6951013513513513,3,6.684226676565206,450
Marika Soresi,1183,3163,2.673710904480135,2.673710904480135,3,6.716269900984139,447
Code Geass,1182,3135,2.6522842639593907,2.6522842639593907,3,6.716269900984139,447
The Stolen Mask (episode),1181,3108,2.6316680779000845,2.6316680779000845,3,6.765653915766783,444
