(Ian's, Ian Hainsworth)
(There's Something About a War, Julie Mayer)
(There's Something About a War, Susan Mayer)
(There's Something About a War, Pat the Receptionist)
(There's Something About a War, Andrea Bowen)
(Harvey Bigsby, Monique Polier)
(Harvey Bigsby, Carolyn Bigsby)
(Harvey Bigsby, S3)
(Harvey Bigsby, Bang)
(Harvey Bigsby, Brian Kerwin)
(Harvey Bigsby, Detective Ridley)
(Harvey Bigsby, Maya)
(Harvey Bigsby, Alma)
(Harvey Bigsby, Field's Market)
(Harvey Bigsby, Bree)
(Harvey Bigsby, Sweetheart, I Have to Confess)
(Harvey Bigsby, Orson)
(Harvey Bigsby, Lakeview Drive)
(Harvey Bigsby, Edie Britt)
(Anne, Anne Schilling)
(Matt Winston, Desperate Housewives)
(Matt Winston, Lazaro)
(The Story of Lucy and Jessie, Bob Hunter)
(The Story of Lucy and Jessie, Lila Dash)
(The Story of Lucy and Jessie, Bree Van de Kamp)
(The Story of Lucy and Jessie, Shawn Pyfrom)
(The Story of Lucy and Jessie, Max Carver)
(The Story of Lucy and Jessie, Nicollette Sheridan)
(The Story of Lucy and Jessie, Tom Scavo)
(The Story of Lucy and Jessie, Bree Hodge)
(The Story of Lucy and Jessie, Dave Williams)
(The Story of Lucy and Jessie, Parker Scavo)
(The Story of Lucy and Jessie, Susan Delfino)
(The Story of Lucy and Jessie, Charlie Carver)
(The Story of Lucy and Jessie, Joshua Logan Moore)
(The Story of Lucy and Jessie, Juanita Solis)
(The Story of Lucy and Jessie, Brenda Strong)
(The Story of Lucy and Jessie, Teri Hatcher)
(The Story of Lucy and Jessie, Orson Hodge)
(The Story of Lucy and Jessie, Mary Alice Young)
(The Story of Lucy and Jessie, James Denton)
(The Story of Lucy and Jessie, Kendall Applegate)
(The Story of Lucy and Jessie, Felicity Huffman)
(The Story of Lucy and Jessie, Gabrielle Solis)
(The Story of Lucy and Jessie, Marcia Cross)
(The Story of Lucy and Jessie, Andrew Van de Kamp)
(The Story of Lucy and Jessie, Neal McDonough)
(The Story of Lucy and Jessie, Bethany Rooney)
(The Story of Lucy and Jessie, Carlos Solis)
(The Story of Lucy and Jessie, Eva Longoria)
(The Story of Lucy and Jessie, Doug Savant)
(The Story of Lucy and Jessie, Penny Scavo)
(The Story of Lucy and Jessie, Porter Scavo)
(The Story of Lucy and Jessie, Katherine Mayfair)
(The Story of Lucy and Jessie, Edie Britt)
(The Story of Lucy and Jessie, Bradley and Maria Scott)
(The Story of Lucy and Jessie, Ricardo Antonio Chavira)
(The Story of Lucy and Jessie, Dana Delany)
(The Story of Lucy and Jessie, Lee McDermott)
(The Story of Lucy and Jessie, Madison De La Garza)
(The Story of Lucy and Jessie, Desperate Housewives)
(The Story of Lucy and Jessie, Paige Dash)
(The Story of Lucy and Jessie, Lynette Scavo)
(The Story of Lucy and Jessie, Kyle MacLachlan)
(The Story of Lucy and Jessie, Preston Scavo)
(The Story of Lucy and Jessie, Mike Delfino)
(The Story of Lucy and Jessie, Lucy Blackburn)
(The Story of Lucy and Jessie, Jordon Nardino)
(The Story of Lucy and Jessie, Kevin Rahm)
(The Story of Lucy and Jessie, Susan Mayer)
(The Story of Lucy and Jessie, Karen McCluskey)
(Perry-Scavo Designs, Bob Hunter)
(Perry-Scavo Designs, Lynette Scavo)
(Perry-Scavo Designs, Season 7)
(Perry-Scavo Designs, What's the Good of Being Good?)
(Perry-Scavo Designs, Suspicion Song)
(Perry-Scavo Designs, Tom Scavo)
(Perry-Scavo Designs, Renee Perry)
(Perry-Scavo Designs, A Humiliating Business)
(Perry-Scavo Designs, Season 8)
(Perry-Scavo Designs, Cindy)
(Perry-Scavo Designs, Gabrielle Solis)
(Perry-Scavo Designs, Lee McDermott)
(Season Seven, Season 7)
(Monroe Carter, Susan Bremmer)
(Monroe Carter, Season 7)
(Monroe Carter, Dave Foley)
(Monroe Carter, Flashback)
(Security Guard (8.06), Lynette)
(Security Guard (8.06), Lance Irwin)
(Security Guard (8.06), S8)
(Security Guard (8.06), Bree)
(Security Guard (8.06), Chapman Woods)
(Security Guard (8.06), Alejandro)
(Security Guard (8.06), Witch's Lament)
(Security Guard (8.06), Gabrielle)
(Barbara Orlofsky's, Barbara Orlofsky)
(Sikes, Reverend Sikes)
(小美, Xiao-Mei)
(Joshua Logan Moore, Parker Scavo)
(Joshua Logan Moore, Desperate Housewives)
(Joshua Logan Moore, 7)
(Joshua Logan Moore, 5)
(Joshua Logan Moore, 6)
(Joshua Logan Moore, 8)
(The More You Know, the Juicier It Gets, Special Episodes)
(Robert Falati, Nice She Ain't)
(Robert Falati, Anthony Azizi)
(Robert Falati, Like It Was)
(Robert Falati, Bree Hodge)
(Robert Falati, S3)
(Robert Falati, Danielle Katz)
(Jennie Hernandez, Mike's box)
(Jennie Hernandez, S8)
(Jennie Hernandez, Mike)
(Jennie Hernandez, Laura)
(Jennie Hernandez, Mike Delfino)
(Jennie Hernandez, Susan)
(Jennie Hernandez, Julie)
(Jennie Hernandez, Lee McDermott)
(Jennie Hernandez, Sarah Zimmerman)
(Jennie Hernandez, With So Little to Be Sure Of)
(Jennie Hernandez, Laura Delfino)
(John Mattey, Bartender (8.13))
(John Mattey, Is This What You Call Love?)
(John Mattey, Desperate Housewives)
(John Mattey, 8)
(Shawn Woods, Bartender in Biker Bar)
(Shawn Woods, Desperate Housewives)
(Shawn Woods, Season 5)
(Shawn Woods, 5)
(Page Kennedy, Desperate Housewives)
(Page Kennedy, 2)
(Page Kennedy, Caleb Applewhite)
(Jake Cherry, Marc Cherry)
(Jake Cherry, Desperate Housewives)
(Jake Cherry, Travers McLain)
(2.13, There's Something About a War)
(Brian Cousins, Is This What You Call Love?)
(Brian Cousins, Desperate Housewives)
(Brian Cousins, Man (8.13))
(Brian Cousins, 8)
(Doris, Doris (8.10))
(Man (8.13), Is This What You Call Love?)
(Man (8.13), Bree Van de Kamp)
(Man (8.13), Brian Cousins)
(812, What's the Good of Being Good?)
(Samuel "Sam" Bormanis, Samuel Bormanis)
(Art Isn't Easy, Bob Hunter)
(Art Isn't Easy, Nathan Fillion)
(Art Isn't Easy, Brent Kinsman)
(Art Isn't Easy, David Grossman)
(Art Isn't Easy, Jason Ganzel)
(Art Isn't Easy, Shawn Pyfrom)
(Art Isn't Easy, Nicollette Sheridan)
(Art Isn't Easy, Ricardo Antonio Chavira)
(Art Isn't Easy, Tom Scavo)
(Art Isn't Easy, John Rowland)
(Art Isn't Easy, Parker Scavo)
(Art Isn't Easy, Danielle Van de Kamp)
(Art Isn't Easy, Zane Huett)
(Art Isn't Easy, Rachel Fox)
(Art Isn't Easy, Brenda Strong)
(Art Isn't Easy, Susan Delfino)
(Art Isn't Easy, Joy Lauren)
(Art Isn't Easy, Orson Hodge)
(Art Isn't Easy, Kathryn Joosten)
(Art Isn't Easy, Dylan Mayfair)
(Art Isn't Easy, Mary Alice Young)
(Art Isn't Easy, Dana Delany)
(Art Isn't Easy, James Denton)
(Art Isn't Easy, Lee McDermott)
(Art Isn't Easy, Marcia Cross)
(Art Isn't Easy, Andrew Van de Kamp)
(Art Isn't Easy, Bree Hodge)
(Art Isn't Easy, Kayla Scavo)
(Art Isn't Easy, Carlos Solis)
(Art Isn't Easy, Eva Longoria)
(Art Isn't Easy, Gabrielle Lang)
(Art Isn't Easy, Doug Savant)
(Art Isn't Easy, Porter Scavo)
(Art Isn't Easy, Teri Hatcher)
(Art Isn't Easy, Lyndsy Fonseca)
(Art Isn't Easy, Edie Britt)
(Art Isn't Easy, Adam Mayfair)
(Art Isn't Easy, Tammy Rowland)
(Art Isn't Easy, Pat Crawford Brown)
(Art Isn't Easy, Shirley Knight)
(Art Isn't Easy, Felicity Huffman)
(Art Isn't Easy, Michelle Pierce)
(Art Isn't Easy, Jesse Metcalfe)
(Art Isn't Easy, Desperate Housewives)
(Art Isn't Easy, Shane Kinsman)
(Art Isn't Easy, Katherine Mayfair)
(Art Isn't Easy, Lynette Scavo)
(Art Isn't Easy, Ida Greenberg)
(Art Isn't Easy, Kyle MacLachlan)
(Art Isn't Easy, Preston Scavo)
(Art Isn't Easy, Mike Delfino)
(Art Isn't Easy, Tuc Watkins)
(Art Isn't Easy, Julie Mayer)
(Art Isn't Easy, Phyllis Van de Kamp)
(Art Isn't Easy, Andrea Bowen)
(Art Isn't Easy, Kevin Rahm)
(Art Isn't Easy, Karen McCluskey)
(Gary Hudson, Desperate Housewives)
(Gary Hudson, 8)
(Gary Hudson, Jerry (8.13))
(I Know Things Now, Matthew Applewhite)
(I Know Things Now, Cody Kasch)
(I Know Things Now, Brent Kinsman)
(I Know Things Now, Bree Van de Kamp)
(I Know Things Now, Shawn Pyfrom)
(I Know Things Now, Nicollette Sheridan)
(I Know Things Now, Xiao-Mei)
(I Know Things Now, Tom Scavo)
(I Know Things Now, Wendey Stanzler)
(I Know Things Now, Parker Scavo)
(I Know Things Now, NaShawn Kearse)
(I Know Things Now, Zane Huett)
(I Know Things Now, Brenda Strong)
(I Know Things Now, Justin)
(I Know Things Now, Joy Lauren)
(I Know Things Now, Mary Alice Young)
(I Know Things Now, Porter Scavo)
(I Know Things Now, Betty Applewhite)
(I Know Things Now, Zach Young)
(I Know Things Now, James Denton)
(I Know Things Now, Gabrielle Solis)
(I Know Things Now, Marcia Cross)
(I Know Things Now, Andrew Van de Kamp)
(I Know Things Now, Bree Hodge)
(I Know Things Now, Carlos Solis)
(I Know Things Now, Kevin Etten)
(I Know Things Now, Eva Longoria)
(I Know Things Now, Doug Savant)
(I Know Things Now, Paul Young)
(I Know Things Now, Karl Mayer)
(I Know Things Now, Ed Ferrara)
(I Know Things Now, Teri Hatcher)
(I Know Things Now, Currie Graham)
(I Know Things Now, Edie Britt)
(I Know Things Now, Gwendoline Yeo)
(I Know Things Now, Ricardo Antonio Chavira)
(I Know Things Now, Richard Burgi)
(I Know Things Now, Felicity Huffman)
(I Know Things Now, Desperate Housewives)
(I Know Things Now, Shane Kinsman)
(I Know Things Now, Lynette Scavo)
(I Know Things Now, Lee Tergesen)
(I Know Things Now, Caleb Applewhite)
(I Know Things Now, Alfre Woodard)
(I Know Things Now, Preston Scavo)
(I Know Things Now, Mike Delfino)
(I Know Things Now, Bruce Zimmerman)
(I Know Things Now, Mark Moses)
(I Know Things Now, Mehcad Brooks)
(I Know Things Now, Danielle Katz)
(I Know Things Now, Ryan Carnes)
(I Know Things Now, Julie Mayer)
(I Know Things Now, Susan Mayer)
(I Know Things Now, Danielle Van de Kamp)
(I Know Things Now, Peter McMillan)
(I Know Things Now, Andrea Bowen)
(Pearly Gates, Season 2)
(Pearly Gates, Andrew Van de Kamp)
(Pearly Gates, Bree Hodge)
(Pearly Gates, Bree)
(Pearly Gates, A Weekend in the Country)
(Bartender (8.13), John Mattey)
(Bartender (8.13), Is This What You Call Love?)
(Bartender (8.13), Bree Van de Kamp)
(Bartender (8.13), Dylan (8.13))
(Joel Murray, ABC)
(Joel Murray, Desperate Housewives)
(Joel Murray, 8)
(Joel Murray, Alan (8.19))
(Tom Cherones, Season Two)
(Tom Cherones, Desperate Housewives)
(Tom Cherones, Everybody Says Don't (Season 2))
(The Chase, Lynette)
(The Chase, Parker Scavo)
(The Chase, Tom)
(The Chase, Celia Solis)
(The Chase, Maiara Walsh)
(The Chase, Bob)
(The Chase, Nick)
(The Chase, Shawn Pyfrom)
(The Chase, Bob Hunter)
(The Chase, Daniella Baltodano)
(The Chase, Tom Scavo)
(The Chase, Jeffrey Nordling)
(The Chase, John Pardee)
(The Chase, Angie Bolen)
(The Chase, Susan Delfino)
(The Chase, Dr. Brent Avedon)
(The Chase, Charlie Carver)
(The Chase, Joshua Logan Moore)
(The Chase, Gabrielle)
(The Chase, Brenda Strong)
(The Chase, Teri Hatcher)
(The Chase, Susan)
(The Chase, Sam Page)
(The Chase, Orson Hodge)
(The Chase, Mike Delfino)
(The Chase, Eddie)
(The Chase, Sam Allen)
(The Chase, Larry Shaw)
(The Chase, Mary Alice Young)
(The Chase, Porter Scavo)
(The Chase, Nick Bolen)
(The Chase, Roy Bender)
(The Chase, Bree)
(The Chase, James Denton)
(The Chase, Kendall Applegate)
(The Chase, Danny Bolen)
(The Chase, Lee McDermott)
(The Chase, Richard Gilliland)
(The Chase, Eva Longoria)
(The Chase, Gabrielle Solis)
(The Chase, Marcia Cross)
(The Chase, Andrew Van de Kamp)
(The Chase, Danny)
(The Chase, Penny)
(The Chase, Juanita Solis)
(The Chase, Beau Mirchoff)
(The Chase, Carlos Solis)
(The Chase, Eddie Orlofsky)
(The Chase, Felicity Huffman)
(The Chase, Doug Savant)
(The Chase, Julie Benz)
(The Chase, Penny Scavo)
(The Chase, Orson Bean)
(The Chase, Juanita)
(The Chase, Drea de Matteo)
(The Chase, Mike)
(The Chase, Mason Vale Cotton)
(The Chase, Andrew)
(The Chase, Ricardo Antonio Chavira)
(The Chase, Karen McCluskey)
(The Chase, Karl Mayer)
(The Chase, Lovely)
(The Chase, Dana Delany)
(The Chase, Tuc Watkins)
(The Chase, Madison De La Garza)
(The Chase, Lee)
(The Chase, Desperate Housewives)
(The Chase, Carlos)
(The Chase, Katherine Mayfair)
(The Chase, Josh Zuckerman)
(The Chase, Katherine)
(The Chase, Patrick Logan)
(The Chase, Kyle MacLachlan)
(The Chase, Angie)
(The Chase, Joey Murphy)
(The Chase, Bree Van de Kamp)
(The Chase, Lynette Scavo)
(The Chase, Kathryn Joosten)
(The Chase, Julie Mayer)
(The Chase, Robin Gallagher)
(The Chase, Ana Solis)
(The Chase, MJ Delfino)
(The Chase, Kevin Rahm)
(The Chase, Andrea Bowen)
(Nashawn Kearse, NaShawn Kearse)
(7.18, Moments in the Woods)
(Grant Venable, Ryan Vayo)
(Grant Venable, Desperate Housewives)
(Grant Venable, 8)
(Glen, Glen Wingfield)
(Edie McLain, Edie Britt)
(Ian, Ian Hainsworth)
(6.11, If...)
(Fairview Meadows Psychiatric Hospital, Bree Van de Kamp)
(Edgar, Susan)
(Edgar, Come on Over for Dinner)
(Edgar, Renee Perry)
(Edgar, Renee)
(3.12, Not While I'm Around)
(Jordana Geist, Travers McLain)
(Jordana Geist, Lynette Scavo)
(Jordana Geist, S1)
(Jordana Geist, S3)
(Jordana Geist, Gossip)
(Jordana Geist, Running to Stand Still)
(Edie's family, Travers McLain)
(Edie's family, Gabrielle's family)
(Edie's family, Paige Dash)
(Edie's family, Lila Dash)
(Edie's family, Umberto Rothwell)
(Edie's family, Dave Williams)
(Edie's family, Desperate Housewives)
(Edie's family, Charles McLain)
(Edie's family, Bree's family)
(Edie's family, Julie Mayer)
(Edie's family, Austin McCann)
(Edie's family, Danielle Van de Kamp)
(Edie's family, Ilene Britt)
(Edie's family, Susan's family)
(Edie's family, Edie Britt)
(Jerry (8.13), Gary Hudson)
(Jerry (8.13), Bree Van de Kamp)
(Jerry (8.13), Is This What You Call Love?)
(Ryan Vayo, Grant Venable)
(Ryan Vayo, Is This What You Call Love?)
(Ryan Vayo, S8)
(Ryan Vayo, Juanita Solis)
(Ryan Vayo, Principal Hobson)
(Ryan Vayo, Juanita)
(Ryan Vayo, Oakridge Elementary School)
(Ryan Vayo, Gabrielle Solis)
(1.01, Pilot)
(Sarah Zimmerman, Desperate Housewives)
(Sarah Zimmerman, Jennie Hernandez)
(Sarah Zimmerman, 8)
(Joey Murphy, Connect! Connect!)
(Joey Murphy, A Weekend in the Country)
(Joey Murphy, Into the Woods)
(Joey Murphy, Your Fault)
(Joey Murphy, Opening Doors)
(Joey Murphy, The Ladies Who Lunch)
(Joey Murphy, Running to Stand Still)
(Joey Murphy, You Gotta Get a Gimmick)
(Joey Murphy, Marry Me a Little)
(Joey Murphy, I Wish I Could Forget You)
(Joey Murphy, The Glamorous Life)
(Joey Murphy, A Little Night Music)
(Joey Murphy, We're So Happy You're So Happy)
(Joey Murphy, The God-Why-Don't-You-Love-Me Blues)
(Joey Murphy, Coming Home)
(Joey Murphy, Could I Leave You?)
(Joey Murphy, Like It Was)
(Joey Murphy, Lovely)
(Joey Murphy, Bang)
(Joey Murphy, No One Is Alone)
(Joey Murphy, In Buddy's Eyes)
(Joey Murphy, There Won't Be Trumpets)
(Joey Murphy, You're Gonna Love Tomorrow)
(Joey Murphy, I Know Things Now)
(Joey Murphy, The Ballad of Booth)
(Joey Murphy, Back in Business)
(Joey Murphy, What More Do I Need?)
(Joey Murphy, I Guess This is Goodbye)
(Joey Murphy, Mirror, Mirror)
(Joey Murphy, There's Always a Woman)
(Joey Murphy, If...)
(Joey Murphy, A Spark. To Pierce the Dark.)
(Joey Murphy, Free)
(Joey Murphy, My Husband, The Pig)
(Joey Murphy, My Two Young Men)
(Joey Murphy, The Game)
(Joey Murphy, Desperate Housewives)
(Joey Murphy, Boom Crunch)
(Joey Murphy, Crime Doesn't Pay)
(Joey Murphy, Don't Look at Me)
(Joey Murphy, Come Play Wiz Me)
(Joey Murphy, Next)
(Joey Murphy, Look Into Their Eyes and You See What They Know)
(Joey Murphy, Hello, Little Girl)
(Joey Murphy, Mother Said)
(Joey Murphy, Distant Past)
(Joey Murphy, Children and Art)
(Joey Murphy, If There's Anything I Can't Stand)
(Joey Murphy, Impossible)
(Joey Murphy, The Chase)
(Joey Murphy, How About a Friendly Shrink?)
(Joey Murphy, Careful the Things You Say)
(Joey Murphy, Anything You Can Do)
(Joey Murphy, Now I Know, Don't Be Scared)
(Joey Murphy, It Takes Two)
(Joey Murphy, Ah, But Underneath)
(Joey Murphy, The Best Thing That Ever Could Have Happened)
(Joey Murphy, What Would We Do Without You?)
(Joey Murphy, Rose's Turn)
(Joey Murphy, God, That's Good)
(Joey Murphy, Not While I'm Around)
(Joey Murphy, My Heart Belongs to Daddy)
(Joey Murphy, Sweetheart, I Have to Confess)
(Joey Murphy, Never Judge a Lady by Her Lover)
(Joey Murphy, Something's Coming)
(Joey Murphy, Listen to the Rain on the Roof)
(Joey Murphy, Season One)
(Joey Murphy, Move On)
(Joey Murphy, Color and Light)
(Joey Murphy, Would I Think Of Suicide?)
(Joey Murphy, Kids Ain't Like Everybody Else)
(Joey Murphy, John Pardee)
(Joey Murphy, Dress Big)
(Joey Murphy, Nice She Ain't)
(Joey Murphy, Guilty)
(Joey Murphy, The Miracle Song)
(Joey Murphy, In a World Where the Kings Are Employers)
(Joey Murphy, Chromolume No. 7)
(Joey Murphy, The Story of Lucy and Jessie)
(Joey Murphy, Sunday)
(Joey Murphy, Don't Walk on the Grass)
(Joey Murphy, Remember)
(Joey Murphy, The Gun Song)
(Joey Murphy, Beautiful Girls)
(Joey Murphy, We All Deserve to Die)
(Joey Murphy, Being Alive)
(Joey Murphy, Getting Married Today)
(Joey Murphy, One More Kiss)
(Joey Murphy, The Coffee Cup)
(Joey Murphy, Marc Cherry)
(Joey Murphy, Smiles of a Summer Night)
(Joey Murphy, Bargaining)
(Joey Murphy, One Wonderful Day)
(Joey Murphy, A Vision's Just a Vision)
(Joey Murphy, Welcome to Kanagawa)
(Joey Murphy, Home is the Place)
(Joey Murphy, Love is in the Air)
(Joey Murphy, Come In, Stranger)
(Joey Murphy, If It's Only In Your Head)
(Joey Murphy, Me and My Town)
(Joey Murphy, Nice is Different Than Good)
(Joey Murphy, The Little Things You Do Together)
(Joey Murphy, I Remember That)
(Joey Murphy, You Can't Judge A Book By It's Cover)
(Joey Murphy, City on Fire)
(Joey Murphy, Everybody Ought to Have a Maid)
(Joey Murphy, Liasons)
(Joey Murphy, Mama Spent Money When She Had None)
(Joey Murphy, No Fits, No Fights, No Feuds)
(Joey Murphy, Art Isn't Easy)
(Joey Murphy, Now You Know)
(Joey Murphy, We're Gonna Be All Right)
(Joey Murphy, There's Something About a War)
(Joey Murphy, Gossip)
(2.05, They Asked Me Why I Believe in You)
(Melanie Foster, Matthew Applewhite)
(Melanie Foster, Caleb Applewhite)
(Melanie Foster, S2)
(Melanie Foster, Remember, Part 1)
(Marla Sokoloff, Lynette Scavo)
(Marla Sokoloff, Desperate Housewives)
(Marla Sokoloff, Claire)
(2, Season 2)
(6.07, Careful the Things You Say)
(Richard Roundtree, Mr. Shaw)
(Richard Roundtree, Desperate Housewives)
(Herbert Brickmeyer, Herbert "Rashi" Brickmeyer)
(Lucy Blackburn, Lynette)
(Lucy Blackburn, S5)
(Lucy Blackburn, A Spark. To Pierce the Dark)
(Lucy Blackburn, Carlos Solis)
(Lucy Blackburn, Gaby)
(Lucy Blackburn, The Story of Lucy and Jessie)
(Episode 4-10, Welcome to Kanagawa)
(Jeff (8.01), Richard Keith)
(Jeff (8.01), Carlos)
(Jeff (8.01), Father Dugan)
(Jeff (8.01), Ally)
(Jeff (8.01), Secrets That I Never Want to Know)
(Jeff (8.01), Gabrielle Solis)
(Mr. Weston, Trip Weston)
(Jeff (Secrets That I Never Want to Know), Jeff (8.01))
(Andrew Van Der Kamp, Andrew Van de Kamp)
(Lynette Lindquist, Lynette Scavo)
(The Enchanted Florist, Gabrielle Solis)
(Mary Wagner, Charlie James)
(Mary Wagner, Nancy Travis)
(Mary Wagner, Sorry Grateful)
(Mary Wagner, S7)
(Mary Wagner, A Humiliating Business)
(Mary Wagner, Richard Watson)
(Mary Wagner, Bree Van de Kamp)
(Mary Wagner, Keith Watson)
(Michelle Pierce, Desperate Housewives)
(Michelle Pierce, Season Four)
(Michelle Pierce, Season Three)
(Michelle Pierce, Tammy Rowland)
(Michelle Pierce, Season 4)
(Michelle Pierce, Season 3)
(Ian Jensen, Desperate Housewives)
(Ian Jensen, Season 8)
(Ian Jensen, Bryan (8.18))
(Ian Jensen, 8)
(Charlie James, Sayeed Shahidi)
(Charlie James, Amber James)
(Charlie James, I'm Still Here)
(Charlie James, S7)
(Charlie James, Mary Wagner)
(Charlie James, Richard Watson)
(Charlie James, Season 7)
(Charlie James, Keith Watson)
(Charlie James, Farewell Letter)
(Alejandro's car, Bree Van de Kamp)
(Alejandro's car, Carlos)
(Alejandro's car, Secrets That I Never Want to Know)
(Alejandro's car, Chuck)
(Alejandro's car, Alejandro Perez)
(Alejandro's car, Desperate Housewives)
(Alejandro's car, Come on Over for Dinner)
(Alejandro's car, Carjacker (8.01))
(Alejandro's car, Chuck Vance)
(Alejandro's car, Alejandro)
(Alejandro's car, 8.01)
(Alejandro's car, Fairview)
(Alejandro's car, Gabrielle Solis)
(Alejandro's car, Bree)
(Megan Hilty, Desperate Housewives)
(Megan Hilty, Shayla Grove)
(Megan Hilty, 5)
(Dick, Dick Barrows)
(Gillette, Detective Gillette)
(Bree Van Der Kamp Hodge, Bree Van de Kamp)
(Principal Stark, Anything You Can Do)
(Principal Stark, S1)
(Irina Korsakov, Lynette)
(Irina Korsakov, Emily Portsmith)
(Irina Korsakov, Tom)
(Irina Korsakov, Amy Carroll)
(Irina Korsakov, Lynette Scavo)
(Irina Korsakov, S6)
(Irina Korsakov, Eddie Orlofsky)
(Irina Korsakov, My Two Young Men)
(Irina Korsakov, Mary Alice Young)
(Irina Korsakov, Preston Scavo)
(Irina Korsakov, We All Deserve To Die)
(Irina Korsakov, Helena Mattsson)
(Irina Korsakov, Porter)
(Irina Korsakov, The Ballad of Booth)
(Irina Korsakov, Lynette's family)
(Irina Korsakov, We All Deserve to Die)
(Irina Korsakov, Julie Mayer)
(Irina Korsakov, Penny)
(Irina Korsakov, Eddie)
(Irina Korsakov, Parker)
(Irina Korsakov, Season 6)
(5.03, Kids Ain't Like Everybody Else)
(John Schneider, Richard Watson)
(John Schneider, Desperate Housewives)
(Opening Credits Sequence, Opening credits sequence)
(Fred Gerber, Season 1)
(Fred Gerber, Come Back to Me)
(Fred Gerber, Desperate Housewives)
(Fred Gerber, Guilty)
(Fred Gerber, Season One)
(Fred Gerber, Running to Stand Still)
(Jeremy Rowley, Desperate Housewives)
(Jeremy Rowley, 8)
(Jeremy Rowley, Nurse Erik)
(Madison dela Garza, Madison De La Garza)
(Maxine, Maxine Rosen)
(Alberta Holstein, Anything You Can Do)
(Miss Charlotte, Celia)
(Miss Charlotte, Where Do I Belong?)
(Miss Charlotte, Grace Sanchez)
(Miss Charlotte, Gabrielle)
(Miss Charlotte, S7)
(Miss Charlotte, Stephanie Faracy)
(Miss Charlotte, Assassins)
(Miss Charlotte, Juanita)
(Miss Charlotte, Fairview)
(Miss Charlotte, Gabrielle Solis)
(Miss Charlotte, Miss Charlotte's Doll Academy)
(Son (8.16), Carlos Solis)
(Son (8.16), Griffin Cleveland)
(Son (8.16), Steel Worker (8.16))
(Son (8.16), Marilyn)
(Son (8.16), You Take for Granted)
(Roberta Simonds, Susan)
(Roberta Simonds, There's Always a Woman)
(Roberta Simonds, Gilbert McCluskey)
(Roberta Simonds, Lily Tomlin)
(Roberta Simonds, If It's Only In Your Head)
(Roberta Simonds, Mike)
(Roberta Simonds, Recurring character appearances)
(Roberta Simonds, S5)
(Roberta Simonds, Karen's son)
(Roberta Simonds, Dave Williams)
(Roberta Simonds, Karen McCluskey)
(Roberta Simonds, Roy Bender)
(Roberta Simonds, Season Five)
(Special Episodes, Brenda Strong)
(Special Episodes, Every Day a Little Death)
(Special Episodes, All the Juicy Details)
(Special Episodes, Oprah Winfrey is the New Neighbor)
(Special Episodes, Marc Cherry)
(Special Episodes, Time to Come Clean)
(Special Episodes, Pretty Little Picture)
(Special Episodes, The More You Know, The Juicier It Gets)
(Special Episodes, Who's That Woman?)
(Special Episodes, Your Fault)
(Special Episodes, Sorting Out the Dirty Laundry)
(Special Episodes, Suspicious Minds)
(Special Episodes, Secrets and Lies)
(Special Episodes, Ah, But Underneath)
(Special Episodes, The Juiciest Bites)
(Carlos', Carlos Solis)
(Everybody Says Don't (S5), Ana Solis)
(Everybody Says Don't (S5), Parker Scavo)
(Everybody Says Don't (S5), Celia Solis)
(Everybody Says Don't (S5), Everybody Says Don't (season 2))
(Everybody Says Don't (S5), Mason Vale Cotton)
(Everybody Says Don't (S5), Shawn Pyfrom)
(Everybody Says Don't (S5), Max Carver)
(Everybody Says Don't (S5), Nicollette Sheridan)
(Everybody Says Don't (S5), Ricardo Antonio Chavira)
(Everybody Says Don't (S5), Tom Scavo)
(Everybody Says Don't (S5), Bree Hodge)
(Everybody Says Don't (S5), Mary Alice Young)
(Everybody Says Don't (S5), John Pardee)
(Everybody Says Don't (S5), David Fabrizio)
(Everybody Says Don't (S5), Susan Delfino)
(Everybody Says Don't (S5), Charlie Carver)
(Everybody Says Don't (S5), Joshua Logan Moore)
(Everybody Says Don't (S5), Juanita Solis)
(Everybody Says Don't (S5), Brenda Strong)
(Everybody Says Don't (S5), Madeleine Michelle Dunn)
(Everybody Says Don't (S5), Richard Burgi)
(Everybody Says Don't (S5), Orson Hodge)
(Everybody Says Don't (S5), Andrew Van De Kamp)
(Everybody Says Don't (S5), Detective Lyons)
(Everybody Says Don't (S5), Samuel Heller)
(Everybody Says Don't (S5), Lily Tomlin)
(Everybody Says Don't (S5), Dave Williams)
(Everybody Says Don't (S5), Porter Scavo)
(Everybody Says Don't (S5), The Gun Song)
(Everybody Says Don't (S5), Lila Dash)
(Everybody Says Don't (S5), James Denton)
(Everybody Says Don't (S5), Connie Solis)
(Everybody Says Don't (S5), Joey Murphy)
(Everybody Says Don't (S5), MJ Delfino)
(Everybody Says Don't (S5), Gabrielle Solis)
(Everybody Says Don't (S5), Marcia Cross)
(Everybody Says Don't (S5), Andrew Van de Kamp)
(Everybody Says Don't (S5), Neal McDonough)
(Everybody Says Don't (S5), Roberta Simonds)
(Everybody Says Don't (S5), Bethany Rooney)
(Everybody Says Don't (S5), Carlos Solis)
(Everybody Says Don't (S5), Eva Longoria)
(Everybody Says Don't (S5), Doug Savant)
(Everybody Says Don't (S5), Penny Scavo)
(Everybody Says Don't (S5), If It's Only in Your Head)
(Everybody Says Don't (S5), Gale Harold)
(Everybody Says Don't (S5), Susan Mayer)
