removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Brenda Strong,1872,18507,9.886217948717949,9.886217948717949,11,3.820811220621683,1320
Eva Longoria,1871,18311,9.786745056119722,9.786745056119722,11,3.8213233506509368,1318
James Denton,1870,18116,9.687700534759358,9.687700534759358,11,3.822300383343373,1317
Ricardo Antonio Chavira,1869,17921,9.588550026752275,9.588550026752275,11,3.823279438787893,1316
Doug Savant,1868,17730,9.491434689507495,9.491434689507495,11,3.824365852388145,1315
Susan,1867,17541,9.395286555972147,9.395286555972147,11,3.824365852388145,1315
Season 2,1866,17359,9.302786709539122,9.302786709539122,11,3.8368924473489683,1304
David Grossman,1865,17178,9.210723860589813,9.210723860589813,11,3.853826040108317,1303
Lee McDermott,1864,16998,9.119098712446352,9.119098712446352,11,3.868787297565628,1299
Bree,1863,16821,9.028985507246377,9.028985507246377,11,3.868787297565628,1299
Karl Mayer,1862,16649,8.941460794844254,8.941460794844254,11,3.898102916340938,1295
Wisteria Lane,1861,16479,8.85491671144546,8.85491671144546,11,3.91229621890368,1291
Renee Perry,1860,16310,8.768817204301076,8.768817204301076,11,3.9522736637822176,1287
Season 3,1859,16144,8.684238838084992,8.684238838084992,11,3.982069634073419,1282
Season 7,1858,15981,8.60118406889128,8.60118406889128,11,4.005403528182433,1276
Lynette,1857,15819,8.518578352180937,8.518578352180937,11,4.005403528182433,1276
Zach Young,1856,15658,8.436422413793103,8.436422413793103,11,4.0294443289837645,1272
Gabrielle,1855,15499,8.355256064690026,8.355256064690026,11,4.0294443289837645,1272
Bob Hunter,1854,15343,8.27562028047465,8.27562028047465,11,4.057168253082993,1268
Rex Van de Kamp,1853,15188,8.196438208310846,8.196438208310846,11,4.09233877020063,1265
Season 6,1852,15041,8.121490280777538,8.121490280777538,11,4.1188950666313655,1260
Season 5,1851,14898,8.048622366288493,8.048622366288493,11,4.151275882631135,1248
Season 4,1850,14757,7.976756756756757,7.976756756756757,11,4.184651881996022,1238
8,1849,14618,7.905895078420768,7.905895078420768,11,4.184651881996022,1238
Season 1,1848,14484,7.837662337662338,7.837662337662338,11,4.214133499288092,1219
George W. Perkins,1847,14355,7.772062804547915,7.772062804547915,11,4.214133499288092,1219
Alexandra Cunningham,1846,14227,7.706933911159263,7.706933911159263,11,4.229798705530437,1218
John Pardee,1845,14099,7.641734417344173,7.641734417344173,11,4.231579487955715,1217
Andrea Bowen,1844,13972,7.577006507592191,7.577006507592191,11,4.231579487955715,1217
Joey Murphy,1843,13846,7.512750949538796,7.512750949538796,11,4.2440545808966865,1216
S8,1842,13721,7.448968512486428,7.448968512486428,11,4.2440545808966865,1216
Stephanie Hagen,1841,13597,7.385659967409016,7.385659967409016,11,4.2440545808966865,1216
Shawn Pyfrom,1840,13474,7.322826086956522,7.322826086956522,11,4.2440545808966865,1216
MJ Delfino,1839,13352,7.260467645459489,7.260467645459489,11,4.259601690412414,1209
Nicollette Sheridan,1838,13233,7.199673558215451,7.199673558215451,11,4.2604838222948915,1208
Susan Mayer,1837,13115,7.139357648339685,7.139357648339685,11,4.2604838222948915,1208
Carlos,1836,13002,7.0816993464052285,7.0816993464052285,11,4.2604838222948915,1208
Bob Daily,1835,12889,7.023978201634877,7.023978201634877,11,4.2776637387489505,1207
Kathryn Joosten,1834,12782,6.969465648854962,6.969465648854962,11,4.2776637387489505,1207
