removed,numNodes,numEdges,averageInDegree,averageOutDegree,selfLinks,averagePathLength,sizeLargest
Pakku,1809,10916,6.034273079049198,6.034273079049198,0,3.7053684129811604,824
Sozin,1808,10836,5.993362831858407,5.993362831858407,0,3.713615252488522,823
"The Day of Black Sun, Part 1: The Invasion",1807,10757,5.952960708356392,5.952960708356392,0,3.7250311915621266,822
Book Two: Earth,1806,10679,5.9130675526024365,5.9130675526024365,0,3.7457652103993566,820
Kyoshi Warriors,1805,10601,5.873130193905817,5.873130193905817,0,3.752341247451272,819
Siege of the North,1804,10524,5.8337028824833705,5.8337028824833705,0,3.7593527515838554,818
The Blue Spirit,1803,10448,5.7947864669994456,5.7947864669994456,0,3.773027815777474,817
Si Wong Desert,1802,10373,5.75638179800222,5.75638179800222,0,3.7868361484597646,814
Fashion in the World of Avatar,1801,10299,5.718489727928929,5.718489727928929,0,3.8019200281839,812
"Sozin's Comet, Part 3: Into the Inferno",1800,10225,5.680555555555555,5.680555555555555,0,3.8106102814693035,811
History of Katara (Spring 100 AG),1799,10152,5.64313507504169,5.64313507504169,0,3.8106102814693035,811
Northern Air Temple,1798,10080,5.60622914349277,5.60622914349277,0,3.8158755461454676,809
The Guru,1797,10008,5.569282136894825,5.569282136894825,0,3.8219441147912394,806
Fire Nation airship,1796,9937,5.532850779510023,5.532850779510023,0,3.8294196718271993,805
The Awakening,1795,9866,5.496378830083565,5.496378830083565,0,3.8403607739633094,804
Appa's Lost Days,1794,9796,5.460423634336678,5.460423634336678,0,3.8543804619225965,801
Occupations in the World of Avatar,1793,9726,5.424428332403792,5.424428332403792,0,3.870047459073215,799
History of Aang (Spring 100 AG),1792,9656,5.388392857142857,5.388392857142857,0,3.870047459073215,799
Avatar Day,1791,9586,5.352317141261865,5.352317141261865,0,3.8852903903422296,798
Air Nomad Genocide,1790,9517,5.316759776536313,5.316759776536313,0,3.8960675397060585,797
Transportation in the World of Avatar,1789,9448,5.281162660704304,5.281162660704304,0,3.9078459020113128,786
Ursa,1788,9379,5.245525727069351,5.245525727069351,0,3.912517593244194,784
The Puppetmaster,1787,9310,5.209848908785674,5.209848908785674,0,3.9320209176457523,783
Long Feng,1786,9242,5.1746920492721165,5.1746920492721165,0,3.9403378311829016,781
Nickelodeon,1785,9174,5.139495798319328,5.139495798319328,0,3.9403378311829016,781
